year,AS-RCEC_TaiESM1_r1i1p1f1_co2mass_1pctCO2,AS-RCEC_TaiESM1_r1i1p1f1_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1-HR_r1i1p1f2_co2mass_1pctCO2,CNRM-CERFACS_CNRM-CM6-1-HR_r1i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r1i1p1f2_co2mass_1pctCO2,CNRM-CERFACS_CNRM-CM6-1_r1i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r2i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r3i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r4i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r5i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r6i1p1f2_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r1i1p1f1_co2mass_1pctCO2,IPSL_IPSL-CM6A-LR_r10i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r11i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r12i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r1i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r2i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r3i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r4i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r5i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r6i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r7i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r8i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r9i1p1f1_co2mass_abrupt-4xCO2,MOHC_UKESM1-0-LL_r1i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r2i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r3i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r4i1p1f2_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-HR_r1i1p1f1_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-HR_r1i1p1f1_co2mass_abrupt-4xCO2,MPI-M_MPI-ESM1-2-LR_r1i1p1f1_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-LR_r1i1p1f1_co2mass_abrupt-4xCO2,NCAR_CESM2-FV2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM-FV2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM_r1i1p1f1_co2mass_abrupt-4xCO2,NCAR_CESM2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorCPM1_r1i1p1f1_co2mass_1pctCO2,NCC_NorCPM1_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorESM2-LM_r1i1p1f1_co2mass_1pctCO2,NCC_NorESM2-LM_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorESM2-MM_r1i1p1f1_co2mass_1pctCO2,NCC_NorESM2-MM_r1i1p1f1_co2mass_abrupt-4xCO2,NOAA-GFDL_GFDL-CM4_r1i1p1f1_co2mass_1pctCO2,NOAA-GFDL_GFDL-ESM4_r1i1p1f1_co2mass_1pctCO2,NOAA-GFDL_GFDL-ESM4_r1i1p1f1_co2mass_abrupt-4xCO2,SNU_SAM0-UNICON_r1i1p1f1_co2mass_1pctCO2,SNU_SAM0-UNICON_r1i1p1f1_co2mass_abrupt-4xCO2
54,2476310400000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3768948700000000.0,3770611700000000.0,3770611000000000.0,8893339700000000.0,3768948700000000.0,8905333000000000.0,2476310400000000.0,5814487000000000.0,2464074500000000.0,5822155000000000.0,2464074500000000.0,5822155000000000.0,3771613500000000.0,3694334000000000.0,8843763400000000.0,,
55,2501073500000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806637800000000.0,3808246300000000.0,3808246300000000.0,8893339700000000.0,3806637800000000.0,8905333000000000.0,2501073500000000.0,5814487000000000.0,2488715300000000.0,5822155000000000.0,2488715300000000.0,5822155000000000.0,3809400000000000.0,3728072100000000.0,8829397000000000.0,,
56,2526084500000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844703600000000.0,3846365700000000.0,3846366300000000.0,8893339700000000.0,3844703600000000.0,8905333000000000.0,2526084500000000.0,5814487000000000.0,2513602000000000.0,5822155000000000.0,2513602000000000.0,5822155000000000.0,3847424500000000.0,3776287000000000.0,8835117000000000.0,,
57,2551345300000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3883150800000000.0,3884864500000000.0,3884864800000000.0,8893339700000000.0,3883150800000000.0,8905333000000000.0,2551345300000000.0,5814487000000000.0,2538738300000000.0,5822155000000000.0,2538738300000000.0,5822155000000000.0,3885899800000000.0,3816560800000000.0,8839476500000000.0,,
58,2576858800000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3921984000000000.0,3923713500000000.0,3923713500000000.0,8893339700000000.0,3921984000000000.0,8905333000000000.0,2576858800000000.0,5814487000000000.0,2564126600000000.0,5822155000000000.0,2564126600000000.0,5822155000000000.0,3924860300000000.0,3852264300000000.0,8828878700000000.0,,
59,2602627500000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3961203500000000.0,3962877000000000.0,3962877000000000.0,8893339700000000.0,3961203500000000.0,8905333000000000.0,2602627500000000.0,5814487000000000.0,2589767800000000.0,5822155000000000.0,2589767800000000.0,5822155000000000.0,3964103400000000.0,3891844600000000.0,8838437600000000.0,,
60,2628654000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000814600000000.0,4002543600000000.0,4002544200000000.0,8893339700000000.0,4000814600000000.0,8905333000000000.0,2628654000000000.0,5814487000000000.0,2615665000000000.0,5822155000000000.0,2615665000000000.0,5822155000000000.0,4003614700000000.0,3941366000000000.0,8842194700000000.0,,
61,2654940500000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4040823300000000.0,4042605500000000.0,4042605800000000.0,8893339700000000.0,4040823300000000.0,8905333000000000.0,2654940500000000.0,5814487000000000.0,2641821800000000.0,5822155000000000.0,2641821800000000.0,5822155000000000.0,4043945500000000.0,3979018800000000.0,8850963400000000.0,,
62,2681489300000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4081232300000000.0,4083032100000000.0,4083032000000000.0,8893339700000000.0,4081232300000000.0,8905333000000000.0,2681489300000000.0,5814487000000000.0,2668240000000000.0,5822155000000000.0,2668240000000000.0,5822155000000000.0,4084396600000000.0,4002543000000000.0,8843758600000000.0,,
63,2708304400000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4122044000000000.0,4123785200000000.0,4123785000000000.0,8893339700000000.0,4122044000000000.0,8905333000000000.0,2708304400000000.0,5814487000000000.0,2694922600000000.0,5822155000000000.0,2694922600000000.0,5822155000000000.0,4124928700000000.0,4041557800000000.0,8847199400000000.0,,
64,2735387600000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4163265300000000.0,4165063000000000.0,4165063000000000.0,8893339700000000.0,4163265300000000.0,8905333000000000.0,2735387600000000.0,5814487000000000.0,2721872200000000.0,5822155000000000.0,2721872200000000.0,5822155000000000.0,4166321200000000.0,4086012600000000.0,8845685400000000.0,,
65,2762741700000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4204898600000000.0,4206752000000000.0,4206752000000000.0,8893339700000000.0,4204898600000000.0,8905333000000000.0,2762741700000000.0,5814487000000000.0,2749091300000000.0,5822155000000000.0,2749091300000000.0,5822155000000000.0,4208127400000000.0,4128368000000000.0,8850607000000000.0,,
66,2790368600000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246946600000000.0,4248819200000000.0,4248819200000000.0,8893339700000000.0,4246946600000000.0,8905333000000000.0,2790368600000000.0,5814487000000000.0,2776581700000000.0,5822155000000000.0,2776581700000000.0,5822155000000000.0,4250166800000000.0,4171582500000000.0,8845882400000000.0,,
67,2818272400000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4289416900000000.0,4291227500000000.0,4291227700000000.0,8893339700000000.0,4289416900000000.0,8905333000000000.0,2818272400000000.0,5814487000000000.0,2804348000000000.0,5822155000000000.0,2804348000000000.0,5822155000000000.0,4292612600000000.0,4220684000000000.0,8838089000000000.0,,
68,2846455000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332310000000000.0,4334181400000000.0,4334181400000000.0,8893339700000000.0,4332310000000000.0,8905333000000000.0,2846455000000000.0,5814487000000000.0,2832390500000000.0,5822155000000000.0,2832390500000000.0,5822155000000000.0,4335704800000000.0,4266236400000000.0,8837933000000000.0,,
69,2874919800000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4375633000000000.0,4377562700000000.0,4377562700000000.0,8893339700000000.0,4375633000000000.0,8905333000000000.0,2874919800000000.0,5814487000000000.0,2860714800000000.0,5822155000000000.0,2860714800000000.0,5822155000000000.0,4379214400000000.0,4299601800000000.0,8837378400000000.0,,
70,2903669300000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4419388000000000.0,4421338400000000.0,4421338400000000.0,8893339700000000.0,4419388000000000.0,8905333000000000.0,2903669300000000.0,5814487000000000.0,2889320300000000.0,5822155000000000.0,2889320300000000.0,5822155000000000.0,4422731800000000.0,4338174700000000.0,8841719000000000.0,,
71,2932705700000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4463582600000000.0,4465468600000000.0,4465468000000000.0,8893339700000000.0,4463582600000000.0,8905333000000000.0,2932705700000000.0,5814487000000000.0,2918214500000000.0,5822155000000000.0,2918214500000000.0,5822155000000000.0,4467058000000000.0,4386887000000000.0,8833717500000000.0,,
72,2962032500000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4508219000000000.0,4510166600000000.0,4510166600000000.0,8893339700000000.0,4508219000000000.0,8905333000000000.0,2962032500000000.0,5814487000000000.0,2947397000000000.0,5822155000000000.0,2947397000000000.0,5822155000000000.0,4511781500000000.0,4435157000000000.0,8851013000000000.0,,
73,2991653000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4553300500000000.0,4555309000000000.0,4555309000000000.0,8893339700000000.0,4553300500000000.0,8905333000000000.0,2991653000000000.0,5814487000000000.0,2976870800000000.0,5822155000000000.0,2976870800000000.0,5822155000000000.0,4556872000000000.0,4468019800000000.0,8854293600000000.0,,
74,3021569600000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4598837000000000.0,4600863000000000.0,4600863000000000.0,8893339700000000.0,4598837000000000.0,8905333000000000.0,3021569600000000.0,5814487000000000.0,3006641400000000.0,5822155000000000.0,3006641400000000.0,5822155000000000.0,4602516500000000.0,4510366000000000.0,8841677000000000.0,,
75,3051785500000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4644824000000000.0,4646784700000000.0,4646784700000000.0,8893339700000000.0,4644824000000000.0,8905333000000000.0,3051785500000000.0,5814487000000000.0,3036707000000000.0,5822155000000000.0,3036707000000000.0,5822155000000000.0,4648681000000000.0,4565504600000000.0,8851378000000000.0,,
76,3082303000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691268000000000.0,4693297600000000.0,4693297600000000.0,8893339700000000.0,4691268000000000.0,8905333000000000.0,3082303000000000.0,5814487000000000.0,3067071600000000.0,5822155000000000.0,3067071600000000.0,5822155000000000.0,4695167500000000.0,4609268700000000.0,8841892400000000.0,,
77,3113126200000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4738180500000000.0,4740273000000000.0,4740273000000000.0,8893339700000000.0,4738180500000000.0,8905333000000000.0,3113126200000000.0,5814487000000000.0,3097742200000000.0,5822155000000000.0,3097742200000000.0,5822155000000000.0,4742118500000000.0,4659339000000000.0,8837365000000000.0,,
78,3144257200000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4785562600000000.0,4787676000000000.0,4787676000000000.0,8893339700000000.0,4785562600000000.0,8905333000000000.0,3144257200000000.0,5814487000000000.0,3128719400000000.0,5822155000000000.0,3128719400000000.0,5822155000000000.0,4789646600000000.0,4718457500000000.0,8850034000000000.0,,
79,3175700200000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4833420400000000.0,4835462600000000.0,4835462600000000.0,8893339700000000.0,4833420400000000.0,8905333000000000.0,3175700200000000.0,5814487000000000.0,3160008200000000.0,5822155000000000.0,3160008200000000.0,5822155000000000.0,4837426500000000.0,4748962500000000.0,8842677000000000.0,,
80,3207457100000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4881755000000000.0,4883865000000000.0,4883864000000000.0,8893339700000000.0,4881755000000000.0,8905333000000000.0,3207457100000000.0,5814487000000000.0,3191608500000000.0,5822155000000000.0,3191608500000000.0,5822155000000000.0,4885964000000000.0,4792347600000000.0,8841644000000000.0,,
81,3239531400000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4930574700000000.0,4932748000000000.0,4932747400000000.0,8893339700000000.0,4930574700000000.0,8905333000000000.0,3239531400000000.0,,3223526200000000.0,5822155000000000.0,3223526200000000.0,5822155000000000.0,4934886300000000.0,4852213000000000.0,8852176700000000.0,,
82,3271927300000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4979877700000000.0,4982074600000000.0,4982074600000000.0,8893339700000000.0,4979877700000000.0,8905333000000000.0,3271927300000000.0,,3255760000000000.0,5822155000000000.0,3255760000000000.0,5822155000000000.0,4984192000000000.0,4898071400000000.0,8846096600000000.0,,
83,3304645800000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5029678000000000.0,5031801700000000.0,5031801700000000.0,8893339700000000.0,5029678000000000.0,8905333000000000.0,3304645800000000.0,,3288318200000000.0,5822155000000000.0,3288318200000000.0,5822155000000000.0,5034010400000000.0,4951913000000000.0,8837657600000000.0,,
84,3337692400000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5079973500000000.0,5082168000000000.0,5082168000000000.0,8893339700000000.0,5079973500000000.0,8905333000000000.0,3337692400000000.0,,3321200800000000.0,5822155000000000.0,3321200800000000.0,5822155000000000.0,5084415000000000.0,5007730500000000.0,8849938500000000.0,,
85,3371069600000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130773000000000.0,5133037000000000.0,5133036000000000.0,8893339700000000.0,5130773000000000.0,8905333000000000.0,3371069600000000.0,,3354412100000000.0,5822155000000000.0,3354412100000000.0,5822155000000000.0,5135415600000000.0,5048602500000000.0,8833330000000000.0,,
86,3404780300000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5182081500000000.0,5184366400000000.0,5184367000000000.0,8893339700000000.0,5182081500000000.0,8905333000000000.0,3404780300000000.0,,3387957200000000.0,5822155000000000.0,3387957200000000.0,5822155000000000.0,5186581600000000.0,5097547000000000.0,8832782000000000.0,,
87,3438827600000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233903500000000.0,5236113300000000.0,5236113000000000.0,8893339700000000.0,5233903500000000.0,8905333000000000.0,3438827600000000.0,,3421837200000000.0,5822155000000000.0,3421837200000000.0,5822155000000000.0,5238604400000000.0,5155505000000000.0,8846670600000000.0,,
88,3473216600000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5286243000000000.0,5288525000000000.0,5288525000000000.0,8893339700000000.0,5286243000000000.0,8905333000000000.0,3473216600000000.0,,3456055800000000.0,5822155000000000.0,3456055800000000.0,5822155000000000.0,5291085000000000.0,5195018000000000.0,8854426700000000.0,,
89,3507949000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5339104400000000.0,5341458000000000.0,5341458600000000.0,8893339700000000.0,5339104400000000.0,8905333000000000.0,3507949000000000.0,,3490616300000000.0,5822155000000000.0,3490616300000000.0,5822155000000000.0,5344027600000000.0,5248560000000000.0,8846951300000000.0,,
90,3543028300000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5392497000000000.0,5394873000000000.0,5394873500000000.0,8893339700000000.0,5392497000000000.0,8905333000000000.0,3543028300000000.0,,3525522800000000.0,5822155000000000.0,3525522800000000.0,5822155000000000.0,5397751000000000.0,5319506500000000.0,8832577000000000.0,,
91,3578458300000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5446419000000000.0,5448720000000000.0,5448720000000000.0,8893339700000000.0,5446419000000000.0,8905333000000000.0,3578458300000000.0,,3560776200000000.0,5822155000000000.0,3560776200000000.0,5822155000000000.0,5451443000000000.0,5383007000000000.0,8852214000000000.0,,
92,3614243000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500885000000000.0,5503260000000000.0,5503260000000000.0,8893339700000000.0,5500885000000000.0,8905333000000000.0,3614243000000000.0,,3596384700000000.0,5822155000000000.0,3596384700000000.0,5822155000000000.0,5505767400000000.0,5435170500000000.0,8842167300000000.0,,
93,3650384800000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5555891300000000.0,5558343000000000.0,5558343000000000.0,8893339700000000.0,5555891300000000.0,8905333000000000.0,3650384800000000.0,,3632347500000000.0,5822155000000000.0,3632347500000000.0,5822155000000000.0,5560829400000000.0,5491100000000000.0,8841473000000000.0,,
94,3686889000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5611449400000000.0,5613926500000000.0,5613926500000000.0,8893339700000000.0,5611449400000000.0,8905333000000000.0,3686889000000000.0,,3668670000000000.0,5822155000000000.0,3668670000000000.0,5822155000000000.0,5616480000000000.0,5541661500000000.0,8859017000000000.0,,
95,3723757900000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5667564000000000.0,5669960000000000.0,5669960000000000.0,8893339700000000.0,5667564000000000.0,8905333000000000.0,3723757900000000.0,,3705357400000000.0,5822155000000000.0,3705357400000000.0,5822155000000000.0,5672913000000000.0,5577999000000000.0,8836512400000000.0,,
96,3760995500000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5724239000000000.0,5726714500000000.0,5726715000000000.0,8893339700000000.0,5724239000000000.0,8905333000000000.0,3760995500000000.0,,3742410400000000.0,5822155000000000.0,3742410400000000.0,5822155000000000.0,5729591600000000.0,5630203400000000.0,8839128000000000.0,,
97,3798605400000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5781483000000000.0,5784034000000000.0,5784034000000000.0,8893339700000000.0,5781483000000000.0,8905333000000000.0,3798605400000000.0,,3779835000000000.0,5822155000000000.0,3779835000000000.0,5822155000000000.0,5786915500000000.0,5698471300000000.0,8859699300000000.0,,
98,3836591500000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5839297400000000.0,5841874400000000.0,5841874400000000.0,8893339700000000.0,5839297400000000.0,8905333000000000.0,3836591500000000.0,,3817634000000000.0,5822155000000000.0,3817634000000000.0,5822155000000000.0,5845203000000000.0,5745831000000000.0,8852560600000000.0,,
99,3874957300000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5897690700000000.0,5900183000000000.0,5900183000000000.0,8893339700000000.0,5897690700000000.0,8905333000000000.0,3874957300000000.0,,3855810000000000.0,5822155000000000.0,3855810000000000.0,5822155000000000.0,5903617000000000.0,5806961700000000.0,8856948000000000.0,,
100,3913707000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5956668700000000.0,5959242400000000.0,5959242400000000.0,8893339700000000.0,5956668700000000.0,8905333000000000.0,3913707000000000.0,,3894369300000000.0,5822155000000000.0,3894369300000000.0,5822155000000000.0,5962640300000000.0,5874317500000000.0,8840188000000000.0,,
101,3952844200000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6016235600000000.0,6018889300000000.0,6018889300000000.0,8893339700000000.0,6016235600000000.0,8905333000000000.0,3952844200000000.0,,3933312800000000.0,5822155000000000.0,3933312800000000.0,5822155000000000.0,6022240500000000.0,5923746700000000.0,8850474000000000.0,,
102,3992372600000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6076398000000000.0,6079078000000000.0,6079078000000000.0,8893339700000000.0,6076398000000000.0,8905333000000000.0,3992372600000000.0,,3972645800000000.0,5822155000000000.0,3972645800000000.0,5822155000000000.0,6082430000000000.0,5983736000000000.0,8841517000000000.0,,
103,4032296000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6137161000000000.0,6139754500000000.0,6139754000000000.0,8893339700000000.0,6137161000000000.0,8905333000000000.0,4032296000000000.0,,4012372100000000.0,5822155000000000.0,4012372100000000.0,5822155000000000.0,6143233500000000.0,6054098000000000.0,8843829400000000.0,,
104,4072619300000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6198534000000000.0,6201211000000000.0,6201211000000000.0,8893339700000000.0,6198534000000000.0,8905333000000000.0,4072619300000000.0,,4052496300000000.0,5822155000000000.0,4052496300000000.0,5822155000000000.0,6204945700000000.0,6121846000000000.0,8842332600000000.0,,
105,4113345700000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6260520400000000.0,6263280000000000.0,6263280000000000.0,8893339700000000.0,6260520400000000.0,8905333000000000.0,4113345700000000.0,,4093022200000000.0,5822155000000000.0,4093022200000000.0,5822155000000000.0,6266986000000000.0,6165063000000000.0,8862415400000000.0,,
106,4154479000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6323125500000000.0,6325913400000000.0,6325913000000000.0,8893339700000000.0,6323125500000000.0,8905333000000000.0,4154479000000000.0,,4133952000000000.0,5822155000000000.0,4133952000000000.0,5822155000000000.0,6329916000000000.0,6220375400000000.0,8856392000000000.0,,
107,4196024000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6386354400000000.0,6389053000000000.0,6389053000000000.0,8893339700000000.0,6386354400000000.0,8905333000000000.0,4196024000000000.0,,4175290000000000.0,5822155000000000.0,4175290000000000.0,5822155000000000.0,6393000300000000.0,6294972000000000.0,8840213600000000.0,,
108,4237983800000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6450220000000000.0,6453005300000000.0,6453005300000000.0,8893339700000000.0,6450220000000000.0,8905333000000000.0,4237983800000000.0,,4217044500000000.0,5822155000000000.0,4217044500000000.0,5822155000000000.0,6456907000000000.0,6377657600000000.0,8835318400000000.0,,
109,4280363600000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6514719700000000.0,6517594000000000.0,6517595000000000.0,8893339700000000.0,6514719700000000.0,8905333000000000.0,4280363600000000.0,,4259213000000000.0,5822155000000000.0,4259213000000000.0,5822155000000000.0,6521583600000000.0,6426207000000000.0,8847731000000000.0,,
110,4323167200000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6579870000000000.0,6582770000000000.0,6582770000000000.0,8893339700000000.0,6579870000000000.0,8905333000000000.0,4323167200000000.0,,4301807000000000.0,5822155000000000.0,4301807000000000.0,5822155000000000.0,6586791400000000.0,6485765000000000.0,8837897500000000.0,,
111,4366399000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6645667300000000.0,6648473500000000.0,6648474000000000.0,8893339700000000.0,6645667300000000.0,8905333000000000.0,4366399000000000.0,,4344824400000000.0,5822155000000000.0,4344824400000000.0,5822155000000000.0,6652882300000000.0,6554329000000000.0,8860125000000000.0,,
112,4410062800000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6712123000000000.0,6715023000000000.0,6715023000000000.0,8893339700000000.0,6712123000000000.0,8905333000000000.0,4410062800000000.0,,4388271400000000.0,5822155000000000.0,4388271400000000.0,5822155000000000.0,6719390000000000.0,6623819000000000.0,8847159600000000.0,,
113,4454163500000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779243000000000.0,6782234400000000.0,6782234400000000.0,8893339700000000.0,6779243000000000.0,8905333000000000.0,4454163500000000.0,,4432154700000000.0,5822155000000000.0,4432154700000000.0,5822155000000000.0,6786432000000000.0,6683879000000000.0,8854633000000000.0,,
114,4498705500000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6847035000000000.0,6850058000000000.0,6850058000000000.0,8893339700000000.0,6847035000000000.0,8905333000000000.0,4498705500000000.0,,4476475600000000.0,5822155000000000.0,4476475600000000.0,5822155000000000.0,6854411000000000.0,6744008700000000.0,8848672000000000.0,,
115,4543692600000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6915509400000000.0,6918429400000000.0,6918429400000000.0,8893339700000000.0,6915509400000000.0,8905333000000000.0,4543692600000000.0,,4521242000000000.0,5822155000000000.0,4521242000000000.0,5822155000000000.0,6923214600000000.0,6809589000000000.0,8859630600000000.0,,
116,4589129600000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6984664000000000.0,6987680400000000.0,6987680400000000.0,8893339700000000.0,6984664000000000.0,8905333000000000.0,4589129600000000.0,,4566454300000000.0,5822155000000000.0,4566454300000000.0,5822155000000000.0,6992692000000000.0,6890111600000000.0,8860272700000000.0,,
117,4635021000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7054509000000000.0,7057622000000000.0,7057621000000000.0,8893339700000000.0,7054509000000000.0,8905333000000000.0,4635021000000000.0,,4612118400000000.0,5822155000000000.0,4612118400000000.0,5822155000000000.0,7062834000000000.0,6959025500000000.0,8857916400000000.0,,
118,4681371000000000.0,5814322000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7125056500000000.0,7128196700000000.0,7128196700000000.0,8893339700000000.0,7125056500000000.0,8905333000000000.0,4681371000000000.0,,4658242000000000.0,5822155000000000.0,4658242000000000.0,5822155000000000.0,7133169000000000.0,7029705600000000.0,8852851600000000.0,,
